ECLI,Ref_ECLI,Anchor text,Paragraph
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"7.10.  Ten processse staat vast dat OT II en OT III vanaf de jaren '50 binnen Scientology zijn verspreid. Niet voldoende weersproken is voorts dat in de loop der jaren een groot aantal leden (het aantal van 20.000 à 25.000 is onvoldoende betwist) daarvan kennis heeft genomen. Verder is gebleken dat in elk geval thans de leden van Scientology zijn gebonden aan een geheimhoudingsverplichting en dat er sprake is van stringente beveiligingsmaatregelen op dit punt (zoals het hof op de bij pleidooi getoonde video-opname zelf heeft kunnen waarnemen). De juistheid van de -door Scientology c.s. betwiste- stelling van [F] en de Providers dat er in het verleden geen geheimhoudingsverplichting voor de leden gold en dat de OT-documenten vrijelijk binnen en buiten de Scientology-organisatie hebben gecirculeerd staat niet vast op grond van de processtukken. Daartoe zijn de verklaringen van [I] en [J] te weinig concreet. Bovendien valt ook uit hun verklaringen af te leiden dat er wel een geheimhoudingsplicht was maar dat die niet of niet voldoende werd nageleefd. Dit laatste is niet zonder meer gelijk te stellen aan een stilzwijgende toestemming om de documenten te verspreiden. Nu [F] en de Providers hun stelling onvoldoende hebben geconcretiseerd en/of onderbouwd en nu ook niet is gebleken dat wat het kennis nemen van OT II en OT III betreft er voor leden ook tegenover derden (niet-leden) geen geheimhoudingsplicht bestond en evenmin dat die documenten zonder beperking ook voor derden ter inzage waren, passeert het hof het bewijsaanbod van [F] en de Providers als onvoldoende gesubstantieerd en gaat het hof ervan uit dat de leden geen toestemming hadden die werken onbeperkt, dus ook onder derden, te verspreiden.     "
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"8.1. [F] en de Providers betogen verder dat de uitoefening (en handhaving) van het auteursrecht door Scientology c.s. in strijd is met artikel 10 EVRM. Zij voeren aan dat [F] met het litigieuze relaas op haar website, waarin citaten uit de OT II, OT III (en Ability) voorkomen, heeft beoogd informatie te verstrekken over de Scientology-leer en -organisatie en te waarschuwen voor misstanden daarbij.   "
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"Hieronder zal worden nagegaan of in het onderhavige geval toewijzing van de vorderingen van Scientology c.s. - hetgeen leidt tot beperking van de informatievrijheid -, in een democratische samenleving nodig is, met andere woorden of deze beperking beantwoordt aan een dringende maatschappelijke behoefte (""pressing social need"") en een gerechtvaardigd doel dient (""proportionate to the legitimate aim pursued""), waartoe -rekening houdende met alle omstandigheden van het geval- een proportionaliteitstoets/ belangenafweging dient plaats te vinden en waarbij aan de nationale autoriteiten een zekere beleidsvrijheid "
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,8.3. Met betrekking tot de leer en organisatie van Scientology c.s.en de gang van zaken bij de Scientology-organisatie  is uit de -in zoverre niet voldoende weersproken- processtukken het volgende gebleken:
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,-  De door Scientology c.s. niet weersproken Declaration van [L] (voormalig President van RTC) (productie 9 in kort geding van mr Bakker Schut) houdt onder meer in:
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,Uit de hiervoor onder 8.3 vermelde teksten blijkt dat Scientology c.s. met hun leer en organisatie de verwerping van democratische waarden niet schuwen Uit die teksten volgt tevens dat met de geheimhouding van OT II en OT III mede wordt beoogd macht uit te oefenen over leden van de Scientology-organisatie en discussie over de leer en praktijken van de Scientology-organisatie te verhinderen. 
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,Naar 's hofs oordeel kan in deze bijzondere omstandigheden niet worden gezegd dat een beperking van de informatievrijheid op grond van de handhaving van het auteursrecht nodig is in de zin van artikel 10 EVRM en evenmin dat het belang van [F] en de Providers en het algemeen belang bij de informatievrijheid van artikel 10 lid 1 EVRM in verhouding tot dat van Scientology c.s. bij handhaving van hun auteursrecht in dit geval minder zwaar weegt. Derhalve behoort het eerstgenoemde belang niet te wijken voor het belang van Scientology c.s. en slaagt het beroep op artikel 10 lid 1 EVRM. 
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"Naar vast staat heeft [F] de [G] Affidavit met bijlagen in 1995 op de website geplaatst en vóór 23 februari 1996 daarvan verwijderd. Scientology c.s. hebben betoogd dat dit is geschied na sommatie en onder de druk van een kort geding. Nu [F] ook na het vonnis in kort geding en na het vonnis waarvan beroep (in welke beide gedingen een inbreukverbod jegens haar werd afgewezen) niet is overgegaan tot publikatie op enigerlei wijze van de [G] Affidavit met bijlagen, acht het hof thans op dit punt geen dreiging meer aanwezig. Dit brengt mee dat het gevorderde inbreukverbod achterwege dient te blijven. Derhalve faalt de (voorwaardelijke) principale grief I, welke aan de orde is nu de desbetreffende voorwaarde is vervuld. De incidentele grief 6 behoeft geen behandeling. "
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"Van auteursrechtinbreuk door verveelvoudinging en openbaarmaking door de Providers kan evenmin worden gesproken, nu de citaten van [F] in casu geen auteursinbreuk opleveren. Voor het overige hebben Scientology c.s. onvoldoende feiten en omstandigheden gesteld waaruit het tegendeel kan blijken. De voorwaardelijke principale grief II kan niet tot vernietiging leiden."
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"15. De (voorwaardelijke) principale grief III en de incidentele grief VIII betreffen de in het vonnis uitgesproken compensatie van kosten. Het voorgaande brengt mee dat Scientology c.s. als de (grotendeels) in het ongelijk gestelde partij zullen worden verwezen in de kosten van het geding in eerste aanleg en van het principaal en het incidenteel beroep. De (voorwaardelijke) principale grief III faalt dan ook, terwijl de incidentele grief VIII slaagt. "
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"verwijst Scientology c.s. in de kosten van het geding in eerste aanleg en begroot deze aan de zijde van [F] en de providers op € 1.351,50;"
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"- verwijst Scientology c.s. in de kosten van het incidenteel beroep en begroot deze tot op deze uitspraak aan de zijde van [F] en de Providers op € 1.156,50;"
ECLI:NL:GHSGR:2003:AI5638,ECLI:NL:GHSGR:2003:AI5638,Scientology c.s.,"- verwijst  Scientology c.s. in de kosten van het principaal beroep en begroot deze tot op deze uitspraak aan de zijde van [F] en de Providers op € 2.528,50."
ECLI:NL:HR:2003:AF6587,ECLI:NL:HR:2003:AF6587,9 september 2003 Strafkamer nr. 02039/02 IV/ABG Hoge Raad der Nederlanden,"9 september 2003 Strafkamer nr. 02039/02 IV/ABG Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te 's-Gravenhage van 24 juni 2002, nummer 22/000813-02, in de strafzaak tegen:"
ECLI:NL:HR:2003:AF5690,ECLI:NL:HR:2003:AF5690,16 september 2003 Strafkamer nr. 01466/02 PB/SM Hoge Raad der Nederlanden,"16 september 2003 Strafkamer nr. 01466/02 PB/SM Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te 's-Gravenhage van 5 december 2001, nummer 22/002887-00, in de strafzaak tegen:"
ECLI:NL:HR:2003:AF6609,ECLI:NL:HR:2003:AF6609,5 september 2003 Eerste Kamer Rek.nr. R02/081HR MD Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Rek.nr. R02/081HR MD Hoge Raad der Nederlanden Beschikking in de zaak van: [de vader], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. K.T.B. Salomons, t e g e n [de moeder], wonende te [woonplaats], VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2003:AF7537,ECLI:NL:HR:2003:AF7537,5 september 2003 Eerste Kamer Nr. C02/265HR JMH Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C02/265HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, voorwaardelijk incidenteel verweerder, advocaat: mr. R.S. Meijer, t e g e n  1. [Verweerder 1],"
ECLI:NL:HR:2003:AF7677,ECLI:NL:HR:2003:AF7677,12 september 2003 Eerste Kamer Nr. C02/091HR RM/AT Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C02/091HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: TIMCO IMPORT-EXPORT B.V., gevestigd te Aalst, gemeente Waalre, EISERES tot cassatie, advocaat: mr. E. van Staden ten Brink,"
ECLI:NL:HR:2003:AF7852,ECLI:NL:HR:2003:AF7852,5 september 2003 Eerste Kamer Nr. C01/052HR MD Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C01/052HR MD Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. T. van den Bout, t e g e n Mr. Patrick Jan TRIJZELAAR, in zijn hoedanigheid van curator in de faillissementen van [verweerder 1] en [verweerder 2], kantoorhoudende te Voorburg, VERWEERDER in cassatie,"
ECLI:NL:HR:2003:AF8257,ECLI:NL:HR:2003:AF8257,5 september 2003 Eerste Kamer Nr. C01/288HR AS Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C01/288HR AS Hoge Raad der Nederlanden Arrest in de zaak van: [eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J. Groen, t e g e n BEDRIJFSWAGEN LEASE NEDERLAND B.V., gevestigd te Vianen, VERWEERSTER in cassatie, advocaat: mr. T.H. Tanja-van den Broek. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2003:AF8259,ECLI:NL:HR:2003:AF8259,5 september 2003 Eerste Kamer Nr. C02/001HR MD Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C02/001HR MD Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. E. Grabandt, t e g e n [Verweerster], gevestigd te [vestigingsplaats],"
ECLI:NL:HR:2003:AF7897,ECLI:NL:HR:2003:AF7897,5 september 2003 Eerste Kamer Nr. C01/330HR MD Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C01/330HR MD Hoge Raad der Nederlanden Arrest in de zaak van: 1. [eiser 1], 2. [eiser 2], beiden wonende te [woonplaats], EISERS tot cassatie, voorwaardelijk incidenteel verweerders, advocaat: mr. E. van Staden ten Brink, t e g e n 1. [verweerder 1], wonende te [woonplaats], 2. [verweerster 2], wonende te [woonplaats], VERWEERDERS in cassatie, voorwaardelijk incidenteel eisers, advocaat: aanvankelijk mr. M.A. Leijten, thans mr. M. Ynzonides. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2003:AF8254,ECLI:NL:HR:2003:AF8254,12 september 2003 Eerste Kamer Nr. C01/264HR RM/AT Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C01/264HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres],"
ECLI:NL:HR:2003:AF8261,ECLI:NL:HR:2003:AF8261,5 september 2003 Eerste Kamer Nr. C02/010HR MD Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Nr. C02/010HR MD Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. T.H. Tanja-van den Broek, t e g e n [Verweerder], Wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. P.A. Ruig. 1. Het geding in feitelijke instanties"
ECLI:NL:HR:2003:AF8266,ECLI:NL:HR:2003:AF8266,19 september 2003 Eerste Kamer Nr. C02/056HR SM Hoge Raad der Nederlanden,"19 september 2003 Eerste Kamer Nr. C02/056HR SM Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J. Groen, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties"
ECLI:NL:HR:2003:AF8267,ECLI:NL:HR:2003:AF8267,19 september 2003 Eerste Kamer Nr. C02/057HR SM Hoge Raad der Nederlanden,"19 september 2003 Eerste Kamer Nr. C02/057HR SM Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. H.H. Barendrecht, t e g e n de openbare rechtspersoon WERKVOORZIENINGSSCHAP NIJMEGEN EN OMGEVING, gevestigd te Nijmegen, VERWEERDER in cassatie, advocaat: voorheen mr. J.J. Dekker, thans mr. J.I. van Vlijmen. 1. Het geding in feitelijke instanties"
ECLI:NL:HR:2003:AF8560,ECLI:NL:HR:2003:AF8560,12 september 2003 Eerste Kamer Nr. C02/029HR JMH/AT Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C02/029HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser],"
ECLI:NL:HR:2003:AF8562,ECLI:NL:HR:2003:AF8562,2 september 2003 Strafkamer nr. 01914/02 B SCR/KD Hoge Raad der Nederlanden,"2 september 2003 Strafkamer nr. 01914/02 B SCR/KD Hoge Raad der Nederlanden Beschikking op het door de Rechtbank te Haarlem bij beschikking van 29 augustus 2002, nummer RK 02/474, naar de Hoge Raad verwezen klaagschrift als bedoeld in artikel 552a van het Wetboek van Strafvordering, ingediend door: [klaagster], geboren te [geboorteplaats] (Turkije) op [geboortedatum] 1959, wonende te [woonplaats]. 1. De beschikking ..."
ECLI:NL:HR:2003:AF8271,ECLI:NL:HR:2003:AF8271,19 september 2003 Eerste Kamer Nr. C02/067HR SM Hoge Raad der Nederlanden,"19 september 2003 Eerste Kamer Nr. C02/067HR SM Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J. Schoneveld, t e g e n [Verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties"
ECLI:NL:HR:2003:AF8273,ECLI:NL:HR:2003:AF8273,19 september 2003 Eerste Kamer Nr. C02/108HR JMH Hoge Raad der Nederlanden,"19 september 2003 Eerste Kamer Nr. C02/108HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], in zijn hoedanigheid van hoofd van de Algemene Inlichtingen- en Veiligheidsdienst, voorheen genaamd de Binnenlandse Veiligheidsdienst, werkzaam te Leidschendam, EISER tot cassatie, advocaat: mr. G. Snijders, t e g e n 1. [Verweerder 1],"
ECLI:NL:HR:2003:AF8274,ECLI:NL:HR:2003:AF8274,5 september 2003 Eerste Kamer Rek.nr. R02/034HR JMH Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Rek.nr. R02/034HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [De vrouw],"
ECLI:NL:HR:2003:AF8565,ECLI:NL:HR:2003:AF8565,9 september 2003 Strafkamer nr. 01945/02 E EdK/ABG Hoge Raad der Nederlanden,"9 september 2003 Strafkamer nr. 01945/02 E EdK/ABG Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te Amsterdam, Economische Kamer, van 3 april 2002, nummer 23/001971-01, in de strafzaak tegen: [verdachte], gevestigd te [vestigingsplaats]. 1. De bestreden uitspraak ..."
ECLI:NL:HR:2003:AF8575,ECLI:NL:HR:2003:AF8575,26 september 2003 Eerste Kamer Nr. C02/068HR JMH Hoge Raad der Nederlanden,"26 september 2003 Eerste Kamer Nr. C02/068HR JMH Hoge Raad der Nederlanden Arrest in de zaak van:  [Eiser], wonende te [woonplaats], EISER tot cassatie, voorwaardelijk incidenteel verweerder,  advocaat: mr. R.S. Meijer, t e g e n 1. [Verweerder 1],"
ECLI:NL:HR:2003:AF8576,ECLI:NL:HR:2003:AF8576,26 september 2003 Eerste Kamer Nr. C02/079HR JMH/AT  Hoge Raad der Nederlanden,"26 september 2003 Eerste Kamer Nr. C02/079HR JMH/AT  Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P. Garretsen, t e g e n DE GEMEENTE VENRAY, gevestigd te Venray,"
ECLI:NL:HR:2003:AF8578,ECLI:NL:HR:2003:AF8578,5 september 2003 Eerste Kamer Rek.nr. R02/088HR JMH Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Rek.nr. R02/088HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: 1. [de man], en 2. [de vrouw], handelende zowel voor zichzelf als in hun hoedanigheid van ouders van hun minderjarige zoon [het kind], geboren te [geboorteplaats] op 25 januari 1998, beiden wonende te [woonplaats], VERZOEKERS tot cassatie, advocaat: mr. J. Groen, t e g e n DE AMBTENAAR VAN DE BURGERLIJKE STAND VAN DE GEMEENTE AMSTERDAM, gevestigd te Amsterdam, VERWEERDER in cassatie, advocaten: mrs. J. van Duijvendijk-Brand en M.M. van Asperen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2003:AF8756,ECLI:NL:HR:2003:AF8756,23 september 2003 Strafkamer nr. 01927/02 LR/IV Hoge Raad der Nederlanden,"23 september 2003 Strafkamer nr. 01927/02 LR/IV Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te Arnhem van 19 maart 2002, nummer 21/002515-01, in de strafzaak tegen: [verdachte], geboren te [geboorteplaats] (Kongo Kinshasa) op [geboortedatum] 1966, wonende te [woonplaats]. 1. De bestreden uitspraak..."
ECLI:NL:HR:2003:AF8779,ECLI:NL:HR:2003:AF8779,9 september 2003 Strafkamer nr. 00522/03 A LR/ABG Hoge Raad der Nederlanden,"9 september 2003 Strafkamer nr. 00522/03 A LR/ABG Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een vonnis van het Gemeenschappelijk Hof van Justitie van de Nederlandse Antillen en Aruba van 27 juni 2000, nummer H 068/2000, in de strafzaak tegen: [verdachte], geboren [te geboorteplaats] (Nederlandse Antillen) op [geboortedatum] 1978, ten tijde van de betekening van de aanzegging gedetineerd in het Huis van Bewaring op Curaçao. 1. De bestreden uitspraak..."
ECLI:NL:HR:2003:AF8841,ECLI:NL:HR:2003:AF8841,5 september 2003 Eerste Kamer Rek.nr. R02/090HR JMH Hoge Raad der Nederlanden,"5 september 2003 Eerste Kamer Rek.nr. R02/090HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [de man], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. V.K.S. Budhu Lall, t e g e n [de vrouw], wonende te [woonplaats], VERWEERSTER in cassatie, advocaat: mr. E. Grabandt 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2003:AF8842,ECLI:NL:HR:2003:AF8842,12 september 2003 Eerste Kamer Nr. R03/041HR JMH Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. R03/041HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: SUH STENEN UIT HURWENEN B.V., gevestigd te Hurwenen, gemeente Maasdriel, VERZOEKSTER tot cassatie, advocaat: mr. P. Garretsen, "
ECLI:NL:HR:2003:AF9425,ECLI:NL:HR:2003:AF9425,23 september 2003 Strafkamer nr. 01483/02 SG/ABG Hoge Raad der Nederlanden,"23 september 2003 Strafkamer nr. 01483/02 SG/ABG Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te Amsterdam van 20 maart 2002, nummer 23/001326-01, in de strafzaak tegen: [verdachte], geboren te [geboorteplaats] op [geboortedatum] 1952, wonende te [woonplaats]. 1. De bestreden uitspraak ..."
ECLI:NL:HR:2003:AF9405,ECLI:NL:HR:2003:AF9405,12 september 2003 Eerste Kamer Nr. C01/334HR JMH/AT Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C01/334HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser],"
ECLI:NL:HR:2003:AF9433,ECLI:NL:HR:2003:AF9433,12 september 2003 Eerste Kamer Nr. C02/097HR JMH/AT Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C02/097HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P.J.L.J. Duijsens, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. J.A. Meijer. 1. Het geding in feitelijke instanties ..."
ECLI:NL:HR:2003:AF9442,ECLI:NL:HR:2003:AF9442,12 september 2003 Eerste Kamer Nr. C02/115HR HJH Hoge Raad der Nederlanden,"12 september 2003 Eerste Kamer Nr. C02/115HR HJH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser],"
